0,1,2
4.456332,-3.0776508,-2.019776
-3.4283612,5.690171,-3.0997121
-3.6091897,4.7273693,-1.9913858
5.4048457,-3.3848286,-2.8071537
-2.9259872,-2.7658155,4.9714923
-2.9261382,-2.7927895,5.0455546
-3.4339006,5.7376676,-3.2079587
-3.0506723,-2.2254102,4.629424
5.0257564,-3.1261415,-2.4920704
4.437459,-3.2249863,-1.932114
5.095833,-3.1578288,-2.601256
5.4624324,-3.4468734,-2.7198226
-3.3966057,5.698972,-3.2372456
5.374496,-3.383934,-2.737226
5.42741,-3.4303997,-2.6538723
-3.4275422,5.804069,-3.3077767
-3.528827,5.813576,-3.2009447
5.3226423,-3.3212075,-2.6716356
-2.5203173,4.039577,-2.270708
1.3666452,-2.6052344,0.87821525
5.1693225,-3.1438386,-2.6067688
2.9991956,-2.481425,-0.82869303
-3.2423713,3.758096,-1.2493583
-3.5923035,4.676976,-1.788144
-3.4654412,5.6684475,-3.0633361
-2.5903194,-2.961107,4.686543
5.389976,-3.400027,-2.626978
-3.3661907,5.8361926,-3.3299959
-2.5340252,2.1436744,-0.10842872
5.4526186,-3.37069,-2.8153403
3.9290357,-1.1912203,-3.2382283
-3.4606159,5.832701,-3.2391775
-3.043391,1.6243937,0.68128455
5.467346,-3.4109445,-2.784052
-3.3757298,5.8154483,-3.2822063
-1.8425477,-3.2899678,4.343038
-3.4063442,5.8447413,-3.3073776
-3.7302692,5.653788,-2.768135
5.299636,-3.1900427,-2.8154633
5.177414,-3.0840318,-2.7560406
-1.7411842,-3.1242294,4.088425
-3.3868802,5.5320287,-2.9450758
-3.4635694,5.8053265,-3.2315147
-3.079575,-2.973725,5.3234606
-3.0189788,-3.0286193,5.28767
-2.7530463,3.5610845,-1.5962759
4.802053,-3.2252529,-2.1885502
-3.167813,-2.8334122,5.3021464
5.29277,-3.2779374,-2.6900666
1.9051541,-1.4487777,-0.6803036
-2.9177692,-2.8989437,5.028882
5.0931773,-2.9925818,-2.715152
-3.1518872,-1.862936,4.321168
-3.4534557,5.7938457,-3.293469
5.3075747,-3.285141,-2.7045133
5.252187,-3.3889027,-2.433789
-3.0724096,-2.8577425,5.2522454
-3.4641159,5.8205366,-3.2998044
-3.6963718,3.2486577,-0.4605
-3.0897167,4.139277,-1.8108771
-2.1154082,-2.571898,4.0916495
-3.317028,5.7814536,-3.3888588
3.2086742,-3.4477894,-0.5343857
-3.0161924,-1.678635,4.045803
5.1838202,-3.1734815,-2.720817
-1.284324,-3.035238,3.698958
-3.3879507,5.7446647,-3.268438
4.1697383,-3.4622421,-1.3297102
4.4536967,-3.4156609,-1.5847813
-3.0154142,-2.8136435,5.1168637
-2.4026093,-2.975046,4.768939
-3.048324,-2.9477048,5.2873473
2.839197,-0.4832565,-2.7365217
-3.6693656,2.1084945,0.743216
5.2998757,-3.2026863,-2.8022544
-3.0112615,-2.8896322,5.1383605
-3.0195584,-2.88333,5.2068176
4.572037,-3.3467548,-1.8831583
5.3883734,-3.5535645,-2.5485852
5.2626805,-3.373423,-2.5022752
-3.1300719,-2.8117375,5.184291
-3.0842092,-2.9500067,5.237015
-3.061125,-2.8928928,5.2466593
-3.3181252,5.710783,-3.323694
-3.4239128,5.7978663,-3.3067167
-3.2002525,4.9888244,-2.5766723
-3.4264705,5.811075,-3.2676537
5.26139,-3.0981464,-2.868911
-3.5800118,5.171323,-2.3584816
5.425805,-3.3240209,-2.8455074
-3.386058,5.853624,-3.3453045
-3.3910491,5.7735786,-3.2434304
5.3657756,-3.2871454,-2.8196046
5.4412155,-3.4118116,-2.768338
-3.4418466,5.7852526,-3.2509713
5.4317164,-3.3618786,-2.7912085
-2.956134,-2.9207184,5.1272635
-3.202725,4.7740507,-2.3689167
-3.4070737,5.7816553,-3.3096757
-2.475755,4.823242,-3.2752724
5.2728357,-3.4171255,-2.454678
-2.2933633,-3.0086465,4.5496445
-2.3598619,-2.688412,4.4129977
-3.4570298,5.8096995,-3.2624853
-2.9698427,-2.777274,4.9782696
-3.2894115,5.513601,-3.023227
5.1238456,-3.4802017,-2.2565837
-2.1944947,3.92759,-2.431795
4.9969163,-2.6850297,-2.8495004
-3.3932137,3.696518,-0.9800337
5.1616025,-3.1625988,-2.597347
-3.3170166,-1.5619925,4.170742
-3.4458718,5.8248324,-3.2786
-2.8234859,-2.9245393,5.0115895
-2.2166145,1.5197304,-0.04638815
4.9618173,-2.6545718,-2.932717
-3.4100034,-1.267259,3.992585
-3.4494584,5.8374987,-3.2781334
-3.4755063,5.8850074,-3.2813668
4.9875765,-3.1173942,-2.4934042
-3.4007587,4.947729,-2.4606483
-3.182281,-2.626294,5.0945144
-2.5652041,-2.2077346,4.1932907
5.4395614,-3.369738,-2.780737
-2.5571156,-2.9048994,4.7568793
-2.9389954,-3.0990927,5.2889724
-3.172055,-2.719713,5.1632094
-1.6930689,4.2757683,-3.340215
5.462063,-3.3662126,-2.808987
-3.1041954,-2.8279054,5.2032027
5.4407115,-3.352256,-2.8364427
-3.4746118,5.779592,-3.251585
-2.8113327,-2.9450366,4.9116144
-3.0627031,-2.459953,4.8446827
-3.3388145,5.47156,-2.9796708
5.420602,-3.3648374,-2.758614
5.4280925,-3.3997533,-2.7446716
5.1608567,-2.8611705,-3.0418394
-3.4081047,5.7505393,-3.2439523
-3.0994513,-2.1856308,4.540988
-2.8394592,-3.00637,5.1468577
-3.327193,5.74706,-3.3042512
-2.115591,4.687457,-3.4278266
5.354364,-3.268633,-2.8325908
-2.9185598,-1.352013,3.6370637
-3.4928093,-1.1929731,3.9860063
5.4130807,-3.5397344,-2.5561264
5.512007,-3.4489288,-2.8058813
-0.37756285,-3.212708,3.1799123
-3.2274654,5.581608,-3.3223977
4.8395085,-2.5393422,-2.9267197
-3.151086,-2.9109266,5.3087616
5.283567,-3.1357477,-2.8134613
-2.8510368,-3.0389721,5.0858912
5.264194,-3.2278996,-2.7248237
5.409709,-3.302208,-2.8309991
-3.178416,-1.8382543,4.2946095
0.5219352,-2.9806206,1.7930292
5.4139028,-3.495643,-2.5755682
5.429353,-3.34776,-2.8535337
5.314965,-3.3037217,-2.699498
5.1272354,-2.832135,-2.9681685
5.2232347,-3.3491476,-2.4500484
-3.426014,5.840387,-3.2899537
-3.3577538,5.6563,-3.2608895
-3.324194,5.7730803,-3.2970665
-2.3709207,-3.2628822,4.886493
5.4509096,-3.4335117,-2.7625995
5.3712716,-3.2042527,-2.8512325
-3.3664212,5.7063518,-3.2467957
-3.4966276,5.695232,-3.1064832
-2.819761,5.325865,-3.4215145
-3.1145694,-2.6486788,5.101106
-3.091762,5.022103,-2.8103416
-3.402413,5.832992,-3.3197484
5.4401546,-3.3813546,-2.7200706
5.0807858,-2.9290793,-2.8128629
5.171804,-2.9734278,-2.9070556
4.7199187,-3.2373264,-1.9564651
-3.1476038,-2.5851586,5.0305386
5.372956,-3.4746835,-2.5717905
5.271699,-3.2899117,-2.6915123
-3.3967392,3.68797,-1.0968635
-1.4842004,3.3576982,-2.6175141
5.335621,-3.283142,-2.7229948
-3.464341,5.8634925,-3.2692018
4.270464,-3.4921486,-1.4351391
5.3127947,-3.2829278,-2.7321277
-3.4597726,5.889669,-3.3122826
-3.453373,5.814885,-3.2563252
-1.8506985,-2.1441195,3.5716214
4.932927,-2.9535615,-2.4988995
5.373515,-3.3016992,-2.785817
-3.1424356,-2.835179,5.234907
4.1180053,-2.034971,-2.6759338
5.2194476,-3.1378906,-2.7732863
5.420441,-3.3718998,-2.7725122
5.383072,-3.2357175,-2.8853116
-1.7149498,-2.9990978,3.9481888
-2.6419048,-2.7854524,4.7659955
5.4358406,-3.4446602,-2.755579
-3.0281363,5.3003387,-3.1439924
-3.0604541,-2.9540257,5.2953606
-3.3552582,5.6171713,-3.1591833
-3.3640907,5.6712275,-3.212896
-3.3651261,5.6480803,-3.1246078
-3.0465481,-2.8562791,5.218225
-3.3555772,-0.897398,3.4551876
-3.4884026,5.1671352,-2.4835722
-1.6722796,4.0190163,-3.167028
-2.3050551,4.886188,-3.4153569
0.38740537,-0.28978357,-0.44223124
-3.5950024,5.091292,-2.2754045
-3.1726093,-2.8806977,5.2997265
-3.3867013,5.460284,-2.9871025
-3.1689312,-2.8518376,5.27177
5.465059,-3.4041831,-2.805538
5.3221946,-3.246811,-2.746494
3.2468827,-3.7397993,-0.08294153
-3.4696128,5.499414,-2.9305654
5.0637965,-2.9190328,-2.7253222
-3.4434993,5.8167315,-3.2573285
-2.307075,-3.2621849,4.8417773
-3.4552696,5.754888,-3.2601814
-1.7837505,-2.6713963,3.9635358
-3.4760659,5.8082886,-3.2446644
5.053898,-3.0027657,-2.6297653
-3.4155061,5.7563987,-3.2273014
-3.4177518,5.734527,-3.1777294
-3.1435945,5.5275755,-3.3468118
-3.4284256,4.2420115,-1.6907198
-2.9424956,-2.7246797,4.884298
-3.481734,5.8723226,-3.2142143
-3.338824,5.731084,-3.318409
-3.411586,5.7946925,-3.259742
-3.4112077,5.706475,-3.211989
5.2339935,-3.4807668,-2.3907628
-3.352647,5.7734714,-3.3091257
-2.740315,-2.6969972,4.7238555
-3.377795,-2.082593,4.786855
-3.411352,5.827895,-3.3174171
-3.491162,5.863987,-3.2599754
-2.97913,-2.6921048,4.975105
-3.088271,-2.7845752,5.1995378
-3.3618858,5.770265,-3.321156
-3.335476,-0.9589328,3.6595845
-2.8936632,-3.0223618,5.1754107
-3.1071155,-2.6652887,5.0121536
-2.9856877,-2.871322,5.102407
-3.3741963,5.668348,-3.224345
5.1546593,-3.216749,-2.6218576
-2.87135,-2.9713812,5.055675
-3.2841852,5.39821,-3.0391772
-2.6570451,-3.053499,4.8628163
5.281896,-3.301099,-2.64714
-3.4118633,5.8371906,-3.3191369
-2.305505,-2.1433237,3.8542352
-2.4992232,-3.1114728,4.7998967
-3.3683522,5.7148438,-3.2404897
-2.7773833,-2.9487042,4.918077
-3.4662902,5.8644505,-3.2757363
-3.5311494,5.7458067,-3.1510892
-3.0639017,-2.8646355,5.1489887
-3.2460449,3.9506452,-1.451528
5.13646,-3.4485676,-2.3038442
-3.414851,5.5824122,-3.042804
5.3166614,-3.324907,-2.7192094
5.246316,-3.1949015,-2.714543
-2.9464638,-2.955962,5.21092
-3.4512222,5.836709,-3.2366009
-3.101183,-2.768541,5.1532383
-3.0463154,-2.9617848,5.258854
-3.3656852,5.53791,-3.0697322
-1.5341586,4.004488,-3.1044917
-3.1568463,-2.784689,5.1896925
-3.3548927,2.9453654,-0.31178352
-2.9826906,-2.8392024,5.136342
5.3754134,-3.3338058,-2.7660272
-3.3786638,5.3733974,-2.8123333
-3.6286519,4.700504,-1.8219566
5.3471446,-3.3444104,-2.720104
5.3160253,-3.4113889,-2.5683935
-3.482186,5.8834777,-3.282438
5.4274487,-3.287962,-2.875675
-2.2404823,0.4166425,0.9640991
-2.6878095,4.3514113,-2.268611
-3.426256,5.791886,-3.2295647
-2.9004853,-3.0068913,5.1531553
-2.8200183,-2.6933084,4.824988
-3.3558862,-1.2096204,3.9297776
5.3931074,-3.3170936,-2.7940729
5.320739,-3.1753356,-2.8397465
-2.8123398,-2.9883628,5.107594
4.3690615,-3.187885,-1.7108711
-3.447377,5.858672,-3.2679374
5.357901,-3.3098412,-2.795513
-3.3419893,2.6635041,-0.017584657
3.848325,-3.3919227,-1.2189095
-3.4322908,5.878099,-3.3471997
5.390825,-3.3204038,-2.7678602
-1.9795723,-2.814757,4.1180925
-2.865914,-3.050162,5.112127
-2.9356534,-2.8320484,4.991804
-2.813609,-2.384537,4.4398284
-3.3944414,5.7447515,-3.2785058
4.194524,-2.6467621,-1.9833244
-3.0555897,-2.8625965,5.159698
-1.5186596,-3.1003888,3.8126557
-1.9873774,-3.0400355,4.466394
-3.4233193,5.8071203,-3.297588
-3.0105333,-2.9527318,5.2720103
-2.4860282,-3.0253372,4.8334537
5.3818974,-3.3788433,-2.7010813
-3.0494602,-2.7077649,4.9829383
-3.1898372,-1.1055359,3.6055162
-3.4011688,5.58738,-3.0689383
-3.095249,-1.8963654,4.3745747
5.3561416,-3.2759206,-2.7551043
-3.3835206,5.7215967,-3.2475686
-3.4378858,3.060691,-0.54685575
-3.413199,5.843825,-3.3106601
-2.9898915,-2.9125907,5.193393
-1.1347109,-3.459107,3.8656704
-3.4995987,5.8692636,-3.2832017
-3.3437335,5.502706,-2.960912
5.119995,-2.9480307,-2.815315
-1.3456094,3.912408,-3.2735875
-2.9188144,-2.990684,5.136924
5.220961,-3.2185886,-2.6794744
5.460651,-3.429253,-2.754991
-2.9757154,-1.3144599,3.607612
-2.5523012,3.70874,-1.9900728
-3.3952546,5.762386,-3.2848587
4.9906263,-3.2670975,-2.311325
3.9921322,-1.8569225,-2.9852002
-3.3956525,5.6868224,-3.1495483
-3.1190507,-2.6889894,5.0543294
5.0807014,-3.0943696,-2.6287947
4.915034,-2.8312511,-2.6844862
-2.9695644,-2.9413965,5.164807
-2.1573563,4.694553,-3.360087
-1.7517811,-0.35783848,1.6549523
-3.4345963,5.84082,-3.2987194
-2.8596284,-1.2283272,3.4140115
-3.3618844,5.7750773,-3.2781384
3.9628913,-1.8900597,-2.7358005
-3.4318123,5.85589,-3.2878811
-3.0936525,-2.8043125,5.181965
5.453814,-3.3641446,-2.8195038
-3.1150634,-0.89408606,3.304165
-3.4317253,5.8331666,-3.289964
-3.3871937,5.7082005,-3.1880147
5.304695,-3.4565513,-2.5125659
5.2475142,-3.399978,-2.4731019
-3.13994,3.2736993,-0.85419005
-3.4710805,5.8015366,-3.2553048
-2.4275346,4.92172,-3.3091965
5.4343143,-3.3251355,-2.8709517
-3.4027994,5.776338,-3.264733
-3.381279,3.9765356,-1.3877352
-3.3494477,-1.5045968,4.115827
5.0048866,-2.6164892,-3.0812862
-2.8989363,-2.760055,4.951911
-2.885123,-2.8073475,4.9928465
-2.8750265,-2.709678,4.893507
-2.9928665,-2.9473863,5.21574
-3.3869634,5.764766,-3.2936058
-3.4736345,5.866846,-3.2287774
-2.8529403,-2.2988539,4.483461
-3.600863,1.3060533,1.6704727
-2.8405266,-2.0864866,4.2721715
-3.4294326,5.8232617,-3.28392
-2.6383874,-3.0482934,4.999124
-2.6441574,-3.0769699,4.9472194
-2.7273128,-2.7545018,4.812482
-3.5070336,5.7927923,-3.1646993
5.4423265,-3.4028687,-2.6952257
-3.4425218,5.800204,-3.2326238
-2.8824,-2.808305,4.945705
5.1806087,-3.304755,-2.4786112
-3.4325085,5.806287,-3.2407804
-3.4403331,5.8701267,-3.3079274
5.4156375,-3.3350446,-2.803792
-2.1160939,-2.4755344,3.9040306
-3.3525968,5.7312565,-3.200045
-3.1091697,4.201857,-1.9203072
-3.3238728,5.674022,-3.2570317
5.3840256,-3.3095696,-2.7555435
-3.4230745,5.812556,-3.2502358
5.4374223,-3.4836624,-2.557829
5.26672,-3.2401981,-2.6915083
-2.9213378,-1.7750062,4.111207
-3.399175,5.7897973,-3.261624
-3.1287594,-2.6397645,5.047296
-3.6257489,3.7427375,-0.821437
-3.411043,5.8167086,-3.3345215
5.375588,-3.5219631,-2.56074
4.819215,-2.6902635,-2.8109376
3.6597326,-3.1772373,-1.0319109
-2.6916258,0.4830129,1.6269325
5.215071,-3.337479,-2.4748
-3.015933,-2.9346607,5.1916866
-3.3752408,5.6730866,-3.197655
-3.383643,5.7820053,-3.2955651
-3.466357,5.8944964,-3.3041694
5.429977,-3.3272226,-2.853606
5.164846,-3.0500162,-2.7570322
5.399386,-3.4328918,-2.6862485
-3.1231706,-2.9078655,5.2479606
-1.4080311,-2.3464715,3.1182487
-2.5173812,-2.7318847,4.6174874
-3.4782472,5.6541634,-3.0580165
5.0461693,-3.4285276,-2.3251157
-2.350886,-3.0945437,4.6144824
5.17639,-3.4369504,-2.374164
5.230788,-3.0907586,-2.8616664
5.314967,-3.3976326,-2.5861924
5.3094254,-3.1838326,-2.8836677
-2.1703415,-0.5763363,2.1023023
-3.4926915,5.120403,-2.4947834
-3.4000223,5.7022624,-3.18098
-3.098517,-2.8941455,5.254616
5.211587,-3.309574,-2.6283128
-3.4073606,5.790239,-3.2443311
-2.939376,-3.0489206,5.2108817
-2.7135797,-2.202995,4.2134557
5.261078,-3.204689,-2.6769319
5.2804003,-3.2251275,-2.690398
-3.4032428,5.8168807,-3.283425
-3.4958713,5.8264613,-3.2463062
-3.2053978,0.96401834,1.548035
5.223678,-3.093876,-2.8373523
-3.4010532,5.7631783,-3.296791
-2.961727,-3.0393274,5.288405
-3.432499,5.822627,-3.3327293
-1.4407431,-3.0838094,3.8938706
3.6592119,-1.2398189,-2.8830502
5.3898063,-3.459486,-2.6060183
4.547276,-3.3881958,-1.6916348
-3.2749703,5.4544067,-2.9739187
5.4265094,-3.3253884,-2.8203628
-2.960765,-2.1712708,4.542654
-3.438028,5.815458,-3.2690644
-3.2871056,5.1293006,-2.6585827
4.965556,-3.5517843,-2.0596445
-3.0281076,-2.9381802,5.2629027
-2.8230522,-2.0956733,4.200742
-3.2812078,5.700902,-3.2313898
4.1030283,-2.8756182,-1.8316487
-3.510287,5.6408153,-3.0170944
5.22914,-3.1871572,-2.7799108
5.313249,-3.185839,-2.79747
3.9021432,-3.4486585,-1.0273765
-3.4896486,5.7494655,-3.152769
-3.375239,5.773358,-3.2694893
-3.376681,5.8361926,-3.327319
4.739214,-3.06165,-2.1971042
3.3392131,-2.9763384,-0.88654834
-2.9367306,-2.8941467,4.9818106
-3.0609753,-2.7267778,5.069597
5.404163,-3.3611715,-2.816956
-3.5255325,5.8455973,-3.201489
5.24438,-3.277919,-2.5813656
-1.1931471,2.533303,-2.1544595
4.268753,-3.5944657,-1.1804459
4.6886964,-2.4351704,-2.9305308
-3.406183,5.8694916,-3.3525283
-2.8369262,-2.2693365,4.253122
-0.9374811,-3.60867,3.6756115
5.392412,-3.3136177,-2.7947032
5.261705,-3.3779252,-2.540258
-3.391517,5.6651783,-3.1987646
-2.737566,-2.8364792,4.8480744
-2.9752529,-2.8753014,5.129818
